free,ing,not_ing,recipeID,title,ingredients,directions,rel
vegetarian stir fry,"tofu, rice",meat,1332794,Spicy Orange Tofu,"['2 tablespoon vegetable oil', '1 lb regular tofu (best when frozen and thawed at least once)', '1/4 cup orange peel', '1 clove garlic, minced', '1/2 teaspoon ginger', '2 tablespoon cornstarch', '1 cup vegetable broth', '1/4 cup soy sauce', '1/4 cup sherry', '1/4 cup orange marmalade', '1/2 teaspoon crushed red pepper flakes (optional and amount desired)']","Cut tofu into strips. In wok or skillet heat oil over med-hi heat. Add tofu and stir fry until golden (it may be easier to do 1/2 or 1/3 of tofu at a time). Add orange peel, garlic, and ginger. Stir fry 1 minute.  In medium bowl combine cornstarch, broth, soy sauce, sherry, marmalade and red pepper, stir into tofu. Stir constantly, bring to a boil over medium heat for 1-2 minutes. Serve over rice.  Note: Adjust the spiciness by adding more or less red pepper. The 1/2 tsp does make it pretty spicy.",4
vegetarian stir fry,"tofu, rice",meat,1083649,To Hu Ang Swai Chei (Grilled Tofu With Mango Slaw),"['2 pieces firm tofu', '1 large green mango, peeled and shredded', '1 teaspoon soy sauce', '1 dash black pepper', '1/4 cup fish sauce']","Rub soy sauce on both sides tofu and sprinkles with black pepper Cook marinated tofu on hot grill till both sides golden brown. Put shredded mango on a plate, places grilled tofu on top mango. Pour vegetarian fish sauce on top. Serve with rice.",3
vegetarian stir fry,"tofu, rice",meat,1237544,Tofu And Kale With Peanut Sauce,"['12 ounces extra firm tofu', '2 tablespoons peanut oil', '4 garlic cloves, minced', '1 medium onion, chopped', '1 jalapeno chile, seeded and minced', '1 bunch kale, stemmed and chopped into large pieces', '1/2 cup peanut butter', '2 tablespoons tamari soy sauce or 2 tablespoons soy sauce', '2 tablespoons mirin']","Slice tofu an cut into triangles, sticks, or whatever shape you like. Heat peanut oil until very hot. Fry tofu, turning until each side is brown and crisp. Reduce heat and add garlic, onion, and chile. Stir fry until onion is translucent. Add kale and stir fry until it cooks down. Mix peanut butter, tamari and mirin to make the peanut sauce, add to pan and heat through. Serve over cooked brown rice.",4
vegetarian stir fry,"tofu, rice",meat,1247507,Bacon Fried Rice With A Side Of Tomatoes In Fish Sauce...,"['1/4 cup finely chopped onion, white', '1/2 cup finely chopped carrot', '1/4 cup frozen peas', '2 tablespoons minced garlic', '3 cups cold cooked long-grain rice', '2 eggs, beaten', '2 tablespoons soy sauce', '1 tablespoon butter', '4 -6 slices bacon, strips cooked, drained and chopped', 'Accent seasoning, to taste', 'black pepper, to taste', 'For the Tomatoes in Fish sauce', '1 cup finely chopped tomatoes, red', '1/2 cup finely chopped onion, white', '1 -2 tablespoon fish sauce']","In a large skillet, saute the bacon, garlic, carrot, peas and onion in butter until bacon is no longer pink. Remove from skillet and set aside. In same skillet, cook and stir egg over medium heat until completely set. Stir in the rice, soy sauce, accent seasoning, pepper, and bacon mixture; heat through. Serve! Note: You may replace the eggs and bacon with tofu and add hot peppers if you are a vegetarian. Tomatoes in Fish Sauce: In a bowl, combine tomatoes, onions and fish sauce. Serve with Spam or Smoked Milkfish and Fried Rice. Yummy!",2
vegetarian stir fry,"tofu, rice",meat,1345155,Spicy Tofu And Vegetable Noodle Stir-Fry With Peanut Sauce,"['225 g (8 oz) firm tofu, cut into 10-12 cubes', '100 g thin udon noodles (or any flat wheat noodles)', '1 large stalk broccoli, cut in florets', '15 green beans, each cut in half crosswise', '1/2 - 1 red bell pepper, cut into short strips', '1 small-medium carrot, cut into thin short strips', '4 shiitake mushrooms, each cut into 2 pieces', '8 thai chilis, sliced', '4 Tbsp sesame oil', '2 Tbsp fresh ground peanut butter', '2 Tbsp soy sauce', '2 tsp tamarind paste', '1 tsp vegetarian fish sauce (nuoc mam chay)', '1 tsp ginger paste', '1 tsp garlic paste']","Drain tofu by lightly pressing with paper towels or cloth. Dry fry tofu by placing tofu cubes on non-stick pan on medium heat and applying pressure with a spatula to squeeze out any liquid, flipping once golden brown and repeating until 4 sides are golden brown. Put 3 Tbsp sesame oil in wok and bring to medium heat. Heat thai chilis in wok for a few minutes. Add broccoli florets and green beans to wok and stir-fry for 5 minutes. Add carrots and shiitake mushrooms to wok and continue to stir-fry 3 minutes. While stir-frying, boil wheat noodles in a pot until al dente and rinse under cold water. Add red bell peppers and tofu to wok and continue to stir-fry for 5 minutes. Make the peanut sauce: add 1 Tbsp sesame oil, 2 Tbsp peanut butter, 2 Tbsp soy sauce, 2 tsp tamarind paste, 1 tsp vegetarian fish sauce, 1 tsp ginger paste, and 1 tsp garlic paste. Mix well by rapidly stirring with fork (or blending if possible). Add peanut sauce to wok and mix well. Add noodles to wok and stir-fry for about 5 minutes or until most liquid is absorbed.",4
vegetarian stir fry,"tofu, rice",meat,1257906,Tofu And Veggie Stir Fry,"['10.5 oz firm tofu, sliced into cubes', '1/4 cup all-purpose flour', '1/4 cup oil', '1 None onion, sliced', '1 tsp grated ginger', '1 clove garlic, crushed', '1 bunch baby bok choy, halved', '3.5 oz snow peas or sugar snap peas, trimmed', '1/4 cup vegetable stock', '2 tbsp soy sauce', '1 tbsp sweet chili sauce', '1 tsp sesame oil', 'None None Steamed rice, to serve']","Dust tofu in flour, shaking off excess. Heat oil in a wok or large frying pan on high. Fry tofu 1 min, or until golden brown. Drain on paper towel. Add onion, ginger and garlic to wok and stir-fry for 1 minute. Add bok choy and snow peas. Stir-fry 2 mins. Combine vegetable stock, soy sauce, sweet chili sauce and sesame oil. Pour over vegetables. Stir-fry 1 min, then return tofu to wok and toss until heated through. Serve with steamed rice.",5
green smoothie,"yogurt, kale, spinach",milk,1412677,Carrot-Apple Smoothie,"['1 cup fresh carrot juice', '1/2 cup unsweetened apple sauce', '1 cup nonfat plain or vanilla Greek-style yogurt']","In a blender, combine carrot juice, apple sauce and yogurt. Blend until smoothie reaches desired consistency.",3
green smoothie,"yogurt, kale, spinach",milk,914826,Acai Smoothie Bowl,"['1 large banana, divided', '3 1/2 ounces acai berry pulp, frozen, unsweetened', '2 tablespoons soy milk, or more as needed', '2 tablespoons granola']","Combine acai pulp, 2/3 of the banana, and 2 tablespoons of soy milk in a blender; blend until smooth, but still thick. Add more soy milk as needed; smoothie should have the consistency of frozen yogurt. Slice the remaining banana. Pour thick smoothie into a bowl and top with granola and sliced bananas.",2
green smoothie,"yogurt, kale, spinach",milk,1040408,Glowy Goddess Smoothie,"['2 cups unsweetened vanilla almond milk', '2 large handfuls Baby Spinach', '1 banana', '1 cup frozen mango', '1 cup plain 2% Greek yogurt', '1 tablespoon almond butter', '1 teaspoon honey']","Put almond milk in blender and add spinach. Blend until you don't see any pieces of spinach, just green milk. About one minute. Add everything else and blend until smoothie-ified!",4
green smoothie,"yogurt, kale, spinach",milk,1385885,Blueberry Banana Yogurt Parfait,"['2 cups Low Fat Vanilla Yogurt', '1 tablespoon Organic Honey', '1/2 Banana', '1 cup Blueberries', '2-3 tablespoons Granola']","Blend the blueberries,banana,honey and 1 cup vanilla yogurt for a minute or until you get a pink colored smoothie consistency. Now in a glass jar, layer the vanilla yogurt and and blueberry banana smoothie. Sprinkle some granola and blueberries on top. Enjoy chilled!",3
green smoothie,"yogurt, kale, spinach",milk,1378987,Kale & Kiwi Smoothie,"['1 kiwi, peeled, chopped', '1 cup Tuscan kale (packed!)', '3/4 cup chopped pineapple', ""Pinky's worth fresh ginger, peeled and chopped"", '1 cup kefir (or plain yogurt, diluted with water), plus more as needed']","Make your smoothie kit. Combine the kiwi, kale, pineapple, and ginger in a small plastic bag. Freeze for at least 8 hours or up to several weeks. When you're smoothie-ready, add half the kefir to the blender, then the smoothie kit. Pulse until as smooth as possible, scraping every so often. Add the rest of the liquid and blend until smooth, supplementing with more kefir if necessary.",4
green smoothie,"yogurt, kale, spinach",milk,1231864,"""The Elvis"" Smoothie","['1 sliced banana, frozen', '2 -3 tablespoons creamy natural-style peanut butter', '1/2 cup 2% low-fat milk (to your desired thickness)', '1/4 - 1/3 cup sugar-free non-fat vanilla yogurt']","Place all ingredients in blender. Blend until very smooth. Serve immediately. For a vegan smoothie, make with soy milk and soy yogurt.",3
green smoothie,"yogurt, kale, spinach",milk,1045517,Banana Kale Smoothie,"['1 banana', '2 leaves kale (removed from stem)', '2 tablespoons vanilla yogurt', '1/4 cup fat-free hazelnut-flavored nondairy liquid coffee creamer', '1/8 teaspoon coconut extract', '2 cups ice']","Make sure you remove the kale leaf from the central stem. Place all ingredients in blender. Blend till smooth. I love coconut and hazelnut so I used those two flavors. Using the Christmas pumpkin spice creamer and vanilla extract is an awesome variation as well. Another is fat-free half & half with blueberry syrup and vanilla extract. The flavors don't match the color, this smoothie is bright green. Makes one huge meal-sized smoothie or two smaller ones.",4
green smoothie,"yogurt, kale, spinach",milk,693963,Chili Con Queso Sauce,"['1/2 lb. Cheddar cheese, grated', '1 (4 oz.) can chopped green chilies', '1 (8 oz.) can or bottle taco sauce', '1 lb. pasteurized process cheese spread', '1 Tbsp. hot water']","Combine Cheddar cheese, chilies and taco sauce (hot or mild) in a saucepan or top of double boiler. Melt on low heat or over simmering water, stirring often; add processed cheese and stir occasionally until all cheese is melted. Add hot water and stir thoroughly. Serve with raw cauliflower or broccoli or your favorite chips. Makes approximately 3 1/2 cups.",1
green smoothie,"yogurt, kale, spinach",milk,907765,Superfood Green Smoothie,"['1 cup spinach leaves', '1 cup shredded kale', '1/2 pear, cut into chunks', '1/2 large ripe banana, sliced', '1/2 cup frozen blueberries', '1/3 cup plain yogurt', '4 ice cubes', '2 tablespoons ground flax seeds', '1/2 cup brewed green tea, chilled, or more to taste']","Combine spinach, kale, pear, banana, blueberries, yogurt, ice cubes, and ground flax seeds in a blender; pour in tea. Blend on high until mixture is smooth. Mix with a wooden spoon to redistribute ingredients if needed.",5
green smoothie,"yogurt, kale, spinach",milk,39258,Scalloped Pineapple,"['1/2 c. oleo or butter, melted', '8 slices bread, cubed or broken', '1 1/4 c. sugar', '3 eggs', '1/2 c. milk', '1 large can crushed pineapple']",Grease 2-quart casserole. Just mix all ingredients together in casserole. Bake at 375\u00b0 for 40 to 50 minutes.,1
green smoothie,"yogurt, kale, spinach",milk,904579,Blueberry And Spice Smoothie,"['1/4 cup ice cubes, or as desired', '1 cup low-fat vanilla yogurt', '1 cup low-fat milk', '1/2 cup frozen blueberries, or to taste', '1 teaspoon ground cinnamon', '1 tablespoon white sugar, or to taste']","Blend ice in a blender until crumbly; add yogurt, milk, blueberries, and cinnamon. Blend until smooth. Taste smoothie and add desired amount of sugar; blend.",3
green smoothie,"yogurt, kale, spinach",milk,1184301,Roasted Purple Potato Kale Salad With Yogurt Dressing,"['2 lbs purple potatoes, cubed', '6 cups kale, stemmed and chopped', '1 cup yogurt (use soy yogurt to make this vegan!)', '4 teaspoons mustard oil, divided', '2 teaspoons Dijon mustard', '1 tablespoon dried dill (to taste)', '4 green onions, chopped', 'salt, to taste', 'pepper, to taste', '1 1/2 teaspoons lemon juice']","Preheat oven to 400&deg;F. Toss potatoes in 2 tsps mustard oil and spread on baking sheet. Bake 35 minutes or until tender. Turn off oven. Sprinkle kale over potatoes and return to oven for 5 minutes. The remaining heat will wilt the kale. Mix yogurt, remaining oil, Dijon mustars, dill, green onions, salt, pepper and lemon juice in a medium bowl. Chill in fridge. Remove potatoes and kale from oven and allow to cool 15 minutes. Combine yogurt mixture with kale and potatoes. Enjoy!",4
green smoothie,"yogurt, kale, spinach",milk,1314810,Smootie-2 Layer,"['1 mango (peeled, pitted, and coarsely chopped)', '1 1/4 cups plain low-fat yogurt', '4 tablespoons honey', '1 tablespoon fresh lime juice', '1/4 teaspoon freshly grated lime zest', '1 banana (peeled, and chopped)', '10 medium strawberries (washed, and hulled)', '1 tablespoon fresh lemon juice', '1/4 teaspoon freshly grated lemon zest']","Preparation In a blender, whirl the mango; 3/4 cup plain low-fat yogurt; 2 tablespoons honey; the fresh lime juice; 2 ice cubes; and the freshly grated lime zest until smooth. Divide mango-lime smoothie between 2 straight-sided glasses and set aside.  Rinse blender, then whirl the banana; the strawberries; 1/2 cup plain low-fat yogurt; 2 tablespoons honey; the fresh lemon juice; 2 ice cubes; and the freshly grated lemon zest until smooth. Layer banana-strawberry smoothie onto mango smoothie, gently spooning mixture around inside edge of each glass to create a clean horizontal line.",3
green smoothie,"yogurt, kale, spinach",milk,1368997,Orange And Green Detox Smoothie,"['1 navel orange, peeled and cut into quarters', '1 overripe frozen banana', '2 cups (loosely packed) chopped kale (tough stems removed)', '1 cup baby spinach leaves', '1/2 cup ice', '1/2 cup cold water']","Peel the banana and add it to the blender. Add the orange, kale and spinach. Pour the ice and water over the fruits and vegetables. Secure the lid tightly on the blender and start at a low speed, working your way higher and higher until the mixture has been processed completely and is the consistency of a smoothie. Serve.",5
green smoothie,"yogurt, kale, spinach",milk,1699843,Chocolate Crispy Treats Recipe,"['26 chocolate kisses', '1 c. rice crispies']",Grease a microwaveable dish. Add in chocolate kisses and microwave approximately 3 min till melted. Add in rice crispies and mix. May be put into greased muffin tin. Put in refrigerator till hard. Variation: Add in 1 or possibly 2 Tbsp. of peanut butter to mix.,1
green smoothie,"yogurt, kale, spinach",milk,1407869,Avocado Kale Berry Smoothie Bowl,"['1/3 cup plain protein powder', '1 cup plain full-fat Greek yogurt', '1/4 cup water', '1/2 ripe Hass avocado', '1 cup kale leaves', '2 tablespoons chopped fresh mint', '1 teaspoon stevia', '1/2 cup frozen berries such as blackberries, strawberries, or raspberries', '2 tablespoons almonds or walnut halves', '2 tablespoons chia seeds']","Place the protein powder, yogurt, water, avocado, kale, mint, and stevia in a blender. Blend until smooth, then divide between two bowls. Sprinkle the berries, almonds or walnut halves, and chia seeds over the smoothie. Serve immediately.",4
green smoothie,"yogurt, kale, spinach",milk,907288,Thin Mint Green Monster,"['1/2 cup chilled coconut milk', '1 cup fresh spinach leaves', '10 leaves fresh mint, chopped', '1/4 cup raw cacao seeds', '1 teaspoon peppermint extract', '1 (1 gram) packet stevia powder', '1 banana, cut into pieces and frozen', 'ice, or as needed', 'water, or as needed']","Blend coconut milk, spinach, mint leaves, cacao seeds, peppermint extract, and stevia powder in a blender. While blender is running, drop in banana chunks, one by one. Add ice cubes until smoothie has desired thickness, and water if smoothie is too thick.",3
green smoothie,"yogurt, kale, spinach",milk,937634,Guavdew Smoothie With Cream,"['2 guava, peeled and seeded', '1 cup water', '2 slices peeled honeydew', '1 slice peeled papaya', '1 slice peeled and seeded watermelon', '6 ice cubes', '1 cup plain yogurt', '2 teaspoons palm sugar, melted', '1 cup whipped cream']","Blend guava, water, honeydew, papaya, and watermelon in a blender until smooth, about 2 minutes. Add ice cubes and yogurt; blend until smooth, about 2 minutes. Put 1 teaspoon palm sugar into each glass and top each with 1/2 of the smoothie and stir. Top each smoothie with 1/2 cup whipped cream.",3
green smoothie,"yogurt, kale, spinach",milk,1376850,Almond Butter Smoothie Bowl,"['1/3 cup Plain Protein Powder', '1 cup Plain Full-Fat Greek Yogurt', '1/4 cup Water', '8 ounces Spinach or Kale', '1/4 cup Fresh or Frozen Strawberries', '2 tablespoons Chopped Almonds', '2 tablespoons Ground Flaxseed']","Place the protein powder, yogurt, water, spinach or kale, and almond or peanut butter in a blender. Blend until smooth, then divide between two bowls. Sprinkle the strawberries, almonds, and flaxseed in straight lines over the smoothie bowl. Serve immediately",5
green smoothie,"yogurt, kale, spinach",milk,1382280,Blackberry Kale Smoothie,"['3 peaches', '4 leaves purple kale, fresh or frozen', '1/2 cup blackberries, fresh or frozen', '1/3 cup blueberries, fresh or frozen', '2 tablespoons lemon juice', '1 cup water, or as needed', 'mint leaves (optional for decoration)']","Peel peaches, slice and remove pit. Put peach slices into a blender. Wash purple kale, dry and remove tough stems. Place kale into blender. Add blackberries, blueberries and juice of half a lemon. Add some water, as needed. Blend until smooth. Check smoothie thickness and if needed, add more water (and pulse to mix). Pour smoothie into glasses or jars, top with some blackberries and mint leaves and serve.",3
green smoothie,"yogurt, kale, spinach",milk,900266,Morning Energy Booster Smoothie,"['1 cup prune juice', '3 tablespoons vanilla Greek yogurt', '1 cup fresh spinach, or to taste', '1 cup frozen blueberries, or to taste', '6 frozen strawberries', '1/2 sliced frozen peach', '2 tablespoons flax seeds']","Pour prune juice into a blender. Layer Greek yogurt, spinach, blueberries, strawberries, peach, and flax seeds in the blender, in this order. Start blender on low speed and gradually increase speed until smoothie is well blended.",4
green smoothie,"yogurt, kale, spinach",milk,1233492,Ever-So-Easy Fruitcake,"['2 1/2 cups flour', '1 teaspoon baking soda', '2 eggs, slightly beaten', '1 (27 ounce) jar mincemeat (NON SUCH Ready-to-Use Mincemeat, regular or brandy & rum)', '1 (14 ounce) can sweetened condensed milk', '2 cups candied fruit, mixed, equal to 1 pound', '1 cup nuts, coarsely chopped']","Preat oven to 300 degrees F. Grease and flour a 10-inch bundt pan. Combin flour and baking soda; set aside. In a large bowl, combine remaining ingredients; blend in dry ingredients. Pour batter into prepared pan and bake for 1 hour and 45 to 50 minutes or until toothpick inserted comes out clean. Cool 15 minutes. Turn out of pan. Garnish as desired.",1
green smoothie,"yogurt, kale, spinach",milk,911771,Jalapeno Green Smoothie,"['2 bananas, broken into chunks', '2 cups baby spinach', '1 cup frozen mango chunks', '1/2 teaspoon chopped jalapeno pepper, or to taste', '1 cup water, or as desired']","Layer banana, spinach, mango, and jalapeno pepper in a blender; add water and blend until smooth, adding more water for a thinner smoothie.",3
green smoothie,"yogurt, kale, spinach",milk,76113,Wacky Cake,"['1 c. sugar', '1 1/2 c. flour', '1/3 c. cocoa', '1 tsp. baking soda', '1 tsp. salt', '1 tsp. vinegar', '1/3 c. oil', '1 tsp. vanilla']","Sift flour, sugar and cocoa into an 8 x 8-inch pan. Mix together. Make 3 holes (pockets). In the 1st hole put baking soda and salt. In the 2nd hole put vanilla and vinegar. In the 3rd hole put oil. Over all pour 1 cup of cold water. Stir gently until smooth. Bake at 350\u00b0 for 35 minutes.",1
green smoothie,"yogurt, kale, spinach",milk,912851,Peach Banana Smoothie,"['1 cup plain yogurt', '1 (15.25 ounce) can peaches', '2 bananas, sliced', '1/4 cup orange juice', '1/4 cup white sugar, or to taste', '2 cubes ice']","Blend yogurt, peaches, bananas, orange juice, sugar, and ice in a blender on high until the ice is crushed and the smoothie is to your desired consistency.",3
green smoothie,"yogurt, kale, spinach",milk,1362316,Coconut-Citrus Detox Green Smoothie,"['8 ounces unsweetened coconut milk', '2 oranges, peeled and deseeded', '1 medium banana, peeled', '3-and-1/2 cup kale, chopped', '1/2 lime, peeled']","Coconut, oranges and kale blend deliciously into this detoxing green smoothie recipe. A splash of lime adds a \ zing\  that is moderated by the sweetness of the banana.  Start by adding the liquid to your blender (I use a Vitamix), followed by the soft fruit. Add the greens to your blender last. Blend on high for 30 seconds or until the smoothie is creamy.  Nutrition Information  (NOTE: Nutritional information is going to vary based on the coconut milk you use. The information below is based on 1 cup at 60 calories.)  Calories: 429 Fat: 7g Protein: 11g Carbohydrates: 90g Fiber: 14.9g Calcium: 63% RDA (Recommended Daily Allowance) Iron: 4.9mg Vitamin A: 1245% RDA Vitamin C: 519% RDA  This smoothie is also a rich source of folate, vitamins B1 - B6, vitamin K, copper, magnesium, manganese, phosphorus and potassium.  Serving Size: One. (This recipe makes a large, 32-ounce smoothie. It is a meal-replacement smoothie and not a snack. I recommend drinking half right away and the other half about 30 minutes later. If it is too much for you, store leftovers in a sealed container in the refrigerator for up to 24 hours.)",3
green smoothie,"yogurt, kale, spinach",milk,319632,Mock Almond Roca,"['1 c. brown sugar', '1 c. butter', '40 saltine crackers', '2 c. chocolate chips', 'chopped nuts']","Line cookie sheet with foil. Butter bottom. Put down a layer of saltine crackers. Bring brown sugar and butter to boil and cook for 2 1/2 minutes. Pour mixture over crackers and bake at 350\u00b0 for 5 minutes. Sprinkle on chocolate chips. Let stand 5 minutes, then spread smooth. Sprinkle with chopped nuts. Cut into bars while warm.",1
green smoothie,"yogurt, kale, spinach",milk,937622,Matcha-Berry Swirl Smoothie,"['2 cups fresh spinach', '2 cups orange juice, divided', '1 cup frozen peaches', '1 cup frozen pineapple chunks', '2 frozen bananas, halved, divided', '2 teaspoons green tea powder (matcha)', '1 cup frozen raspberries', '1 cup frozen strawberries']","Combine spinach, 1 cup orange juice, peaches, pineapple, 1 halved banana, and green tea powder in a blender; blend until combined. Pour smoothie into a glass. Rinse out the blender. Combine 1 cup orange juice, raspberries, strawberries, and 1 halved banana in the blender; blend until combined. Pour berry smoothie into a separate glass. Combine smoothies by pouring them at the same time from opposite sides of the serving glass.",3
green smoothie,"yogurt, kale, spinach",milk,908905,Greek Kale Tomato Salad,"['1 cup stemmed, chopped kale', '1/3 cup plain Greek yogurt', '6 grape tomatoes, halved - or more to taste', '1/2 cucumber, thinly sliced', '1 tablespoon crumbled feta cheese', '1 tablespoon sunflower seeds']","Place kale in a salad bowl and add yogurt. Use your hands to rub kale and yogurt together to reduce bitterness, 2 to 3 minutes. Stir grape tomatoes and cucumber into kale mixture and top salad with crumbled feta cheese and sunflower seeds.",3
green smoothie,"yogurt, kale, spinach",milk,964308,Naan (No Yeast),"['4 cups white flour (Maida)', '1/2 teaspoon baking powder', '1 teaspoon salt', '1/2 cup milk', '1 tablespoon sugar', '1 egg', '4 tablespoons oil', '1 teaspoon cumin seed']","Sift the flour, salt and baking powder into a bowl and make a well in the middle. Mix the sugar, milk, eggs 2tbsp of oil in a bowl. Pour this into the center of the flour and knead adding water if necessary to form soft dough. Add the remaining oil, knead again, then cover with damp cloth and allow the dough to stand for 15 minutes. Knead the dough again and cover and leave for 2-3 hours. About half an before the naan are required, turn on the oven to maximum heat. Divide the dough into 8 balls and allow rest for 3-4 minutes. Sprinkle a baking sheet with nigella seeds and put it in the oven to heat while the dough is resting. Shape each ball of dough with the palms to make an oval shape. Bake the indian bread naan until puffed up and golden brown (5 min). Serve hot.",1
green smoothie,"yogurt, kale, spinach",milk,1914515,Homemade Taco Seasoning,"['1- 1/2 teaspoon Cumin', '1 Tablespoon Chili Powder', '1/4 teaspoons Dried Oregano', '1/2 teaspoons Paprika', '1/4 teaspoons Garlic Powder', '1/4 teaspoons Onion Powder', '1/4 teaspoons Crushed Red Pepper Flakes', '1/2 teaspoons Sea Salt', '1 teaspoon Black Pepper']","In a small bowl, mix together all spices. Store in an airtight container.",1
green smoothie,"yogurt, kale, spinach",milk,1340170,"Avocado, Kale, Pineapple, And Coconut Smoothie ","['1/2 ripe avocado, pitted, peeled', '1/2 cup coarsely chopped Tuscan kale', '1/2 cup frozen pineapple chunks', '1/4 cup coarsely chopped coconut meat', '1 cup coconut water or iced green tea', '2 tablespoons fresh lemon juice', 'matcha (green tea powder)', '1 tablespoon light agave nectar', 'Pinch of kosher salt']","Using smoothie or ice crush setting, puree avocado, kale, pineapple, coconut meat, coconut water, lemon juice, matcha, agave, salt, and 1/2 cup ice in a blender until smooth.",3
green smoothie,"yogurt, kale, spinach",milk,951483,Celyne'S Green Juice - Juicer Recipe,"['2 oranges, peeled', '1 lemon, peeled', '1 green apple, quartered', '1 cup fresh spinach', '1 leaf kale']","Process oranges, lemon, green apple, spinach, and kale through a juicer according to manufacturer's recommendations.",4
green smoothie,"yogurt, kale, spinach",milk,319488,Ranch Crispy Chicken,"['8 skinless boneless breast halves', '2 (1 oz.) pkg. Ranch mix', '1/4 c. dry bread crumbs']",Preheat oven to 375\u00b0. Combine dressing mix and bread crumbs in plastic bag. Add chicken and shake. Bake at 375\u00b0 for 25 to 30 minutes (until juices run clear).,1
green smoothie,"yogurt, kale, spinach",milk,1388074,Fresh Orange Juice And Nutella Smoothie,"['a handful of ice cubes', '1/2 cup Fage 0% Yogurt', '1/2 to 1 cups fresh squeezed orange juice - for a thick smoothie, start with 1/2 cup and add more juice if desired', '1 tablespoon Nutella, or a Nutella variation - there are many on the market']","Place the ice in a blender. Add the yogurt, and then the orange juice. For a very thick smoothie, use 1/2 cup of orange juice. Blend at high speed until you achieve your desired smoothie consistency. Add the Nutella and blend again. Enjoy and don't feel guilty.",3
green smoothie,"yogurt, kale, spinach",milk,1301128,Strawberry Smoothie,"['1 (10-oz.) bag frozen strawberries', '1 1/4 cups (or more) whole milk or unsweetened almond, coconut, or other alternative milk', '1 cup plain full-fat yogurt', '1 Tbsp. honey', '1 tsp. vanilla extract']","Puree strawberries, milk, yogurt, honey, and vanilla in a blender until smooth, adding more milk if needed to thin smoothie. Divide between glasses.",3
green smoothie,"yogurt, kale, spinach",milk,1410927,Green Power Smoothie,"['1 apple, peeld and cored', '1 banana, frozen', '1 cup Vanilla Soy Milk (I use unsweetened Vanilla WestSoy)', '1 cup chopped kale (about two large leaves, stalks removed)', '1 tablespoon Almond Butter', '1 teaspoon Raw Honey (or more, if you like it sweet)', '2-3 Cubes of Ice']","Combine all of the ingredients in the pitcher of a blender. Pulse two or three times to get everything mixed up. Then blend for 20-30 seconds, or until the smoothie is creamy, with no chunks of ice or kale.",3
green smoothie,"yogurt, kale, spinach",milk,120544,Sunburst Vegetable Pizza,"['1 ready to bake refrigerated pie crust', '1 (3 oz.) pkg. cream cheese (with chives)', '1 1/2 Tbsp. milk', '1/2 tsp. dill weed', 'dash of garlic powder', '1 egg', '1 small zucchini, sliced', '1 medium carrot, shredded', '1/2 c. thinly sliced radishes', '1/2 c. snipped fresh parsley']","Unfold pie crust and place on several layers of paper toweling. Prick with fork several times. Microwave on High, uncovered, 5 to 6 minutes or until no longer doughy, rotating crust once. Cool 3 to 5 minutes. Invert onto 12-inch serving plate. Peel off paper toweling. Microwave on High the cream cheese in uncovered microwave-safe bowl 30 to 45 seconds or until softened. Blend in milk, dill weed and garlic powder. Spread over crust. Place egg in microwave-safe custard cup; prick yolk. Cover with plastic wrap. Microwave on Low (30%) for 1 1/2 to 2 minutes or until set. Uncover and cool about 5 minutes. Chop egg and arrange in center of crust. Arrange zucchini in circle around egg. Place carrot in a circle around zucchini and then arrange a circle of overlapped radish slices. Sprinkle parsley on very edge. Refrigerate until served. Cut into 16 wedges using pizza cutter or kitchen shears. Makes about 16 servings.",1
green smoothie,"yogurt, kale, spinach",milk,1942804,Orange Sesame Glazed Salmon W/ Extra Crispy Skin,"['4 (4 ounce) salmon fillets, skin on, rinsed, patted dry', '1 tablespoon olive oil', '13 cup low sodium soy sauce', '34 cup water (1/2 cup reserved for cooking process)', '2 teaspoons sesame oil', '2 teaspoons seasoned rice vinegar', '12 cup orange marmalade', '2 tablespoons brown sugar, packed', ""1 teaspoon sriracha sauce (if you don't like it spice, omit)"", '14 cup red onion, chopped', '1 garlic clove, minced', '1 tablespoon fresh gingerroot, grated (you can leave the skin on)', '1 bunch green onion, chopped (white parts included, reserve some for garnish)', '18 teaspoon garlic salt (or to taste)', '12 teaspoon fresh cracked black pepper (or to taste)']","In a small bowl mix together all marinade ingredients. Be sure to reserving 1/2 cup of the water to use during the cooking process. Set aside. Preheat oven to broil with oven rack placed in the upper center position. Prepare a baking sheet by layering 2 strips of foil to cover the bottom of pan, then place an non-coated cooling rack over that. Brush skin side of salmon with olive oil (this will help to insure skin doesn't stick and become extra crispy), place fillets about 1-2 inches apart on the cooling rack in the center of backing sheet. Reserve half of marinade for glazing. Brush tops and sides of the salmon fillets with marinade. Let sit for 5-6 minutes. Broil, uncovered, for 15-20 minutes (or until fish flakes easily with a fork). Because you're broiling, it will cook quickly. Glaze OFTEN with reserved marinade to get a super sweet and sticky coating. Pour reserved water in bottom of pan half way through cooking time (helps finish cooking the fish and also keeps it moist and flaky). I like to serve mine with ginger lime shrimp and a roasted veggie like asparagus :).",1
